,iyear,imonth,iday,provstate,attacktype1_txt,targtype1_txt,weaptype1_txt,nwound,nkill
27684,1986,3,27,Punjab,Facility/Infrastructure Attack,Government (General),Unknown,,
27689,1986,3,28,Punjab,Armed Assault,Private Citizens & Property,Firearms,10.0,10.0
27695,1986,3,29,Punjab,Armed Assault,Private Citizens & Property,Firearms,1.0,8.0
27696,1986,3,29,Punjab,Armed Assault,Private Citizens & Property,Firearms,0.0,20.0
27782,1986,4,5,Tripura,Armed Assault,Private Citizens & Property,Firearms,6.0,5.0
27785,1986,4,5,Punjab,Hostage Taking (Kidnapping),Government (General),Firearms,4.0,5.0
27814,1986,4,10,Punjab,Armed Assault,Transportation,Firearms,0.0,2.0
27880,1986,4,17,Punjab,Unknown,Police,Unknown,0.0,0.0
27910,1986,4,22,Karnataka,Assassination,Religious Figures/Institutions,Unknown,2.0,0.0
27951,1986,4,28,Punjab,Assassination,Government (General),Firearms,0.0,1.0
27986,1986,5,6,Punjab,Armed Assault,Educational Institution,Firearms,3.0,3.0
28185,1986,5,29,Punjab,Assassination,Religious Figures/Institutions,Unknown,0.0,1.0
28190,1986,5,30,Punjab,Armed Assault,Religious Figures/Institutions,Firearms,7.0,2.0
28218,1986,6,2,Punjab,Assassination,Government (General),Unknown,0.0,1.0
28227,1986,6,4,Punjab,Unknown,Business,Unknown,7.0,1.0
28233,1986,6,5,Punjab,Assassination,Police,Firearms,2.0,1.0
28238,1986,6,6,Punjab,Armed Assault,Private Citizens & Property,Firearms,2.0,3.0
28239,1986,6,6,Manipur,Bombing/Explosion,Police,Explosives,6.0,2.0
28241,1986,6,6,Punjab,Assassination,Private Citizens & Property,Firearms,0.0,1.0
28242,1986,6,6,Punjab,Assassination,Private Citizens & Property,Firearms,0.0,1.0
28259,1986,6,8,Punjab,Armed Assault,Religious Figures/Institutions,Firearms,1.0,2.0
28263,1986,6,8,Punjab,Armed Assault,Private Citizens & Property,Firearms,2.0,3.0
28264,1986,6,8,Punjab,Assassination,Government (General),Firearms,1.0,0.0
28420,1986,6,20,Punjab,Armed Assault,Religious Figures/Institutions,Firearms,0.0,5.0
28421,1986,6,20,Punjab,Armed Assault,Private Citizens & Property,Firearms,12.0,0.0
28423,1986,6,20,Punjab,Assassination,Police,Unknown,0.0,1.0
28560,1986,7,1,Punjab,Assassination,Private Citizens & Property,Unknown,2.0,1.0
28579,1986,7,3,Punjab,Assassination,Private Citizens & Property,Unknown,0.0,1.0
28671,1986,7,15,Punjab,Hostage Taking (Kidnapping),Police,Unknown,0.0,2.0
28742,1986,7,25,Punjab,Armed Assault,Transportation,Firearms,0.0,15.0
28773,1986,7,27,Punjab,Armed Assault,Private Citizens & Property,Melee,0.0,2.0
28797,1986,7,30,Punjab,Assassination,Government (General),Firearms,0.0,1.0
28848,1986,8,6,Delhi,Bombing/Explosion,Business,Explosives,0.0,0.0
29043,1986,8,29,Tripura,Armed Assault,Private Citizens & Property,Unknown,6.0,14.0
29060,1986,9,1,Chandigarh,Assassination,Government (General),Firearms,0.0,1.0
29203,1986,9,21,Punjab,Assassination,Private Citizens & Property,Unknown,0.0,2.0
29210,1986,9,24,Punjab,Assassination,Police,Firearms,0.0,1.0
29222,1986,9,25,Punjab,Assassination,Government (General),Firearms,0.0,1.0
29254,1986,9,29,Punjab,Unknown,Private Citizens & Property,Unknown,2.0,3.0
29255,1986,9,29,Punjab,Assassination,Government (General),Unknown,0.0,1.0
29287,1986,10,2,Delhi,Assassination,Government (General),Firearms,0.0,2.0
29303,1986,10,7,Bihar,Unknown,Private Citizens & Property,Unknown,0.0,11.0
29354,1986,10,16,Uttar Pradesh,Armed Assault,Police,Firearms,1.0,2.0
29361,1986,10,18,Punjab,Assassination,Religious Figures/Institutions,Firearms,0.0,2.0
29369,1986,10,19,Punjab,Armed Assault,Private Citizens & Property,Firearms,0.0,3.0
29376,1986,10,20,Delhi,Armed Assault,Unknown,Firearms,0.0,4.0
29423,1986,10,26,Punjab,Armed Assault,Private Citizens & Property,Firearms,4.0,7.0
29434,1986,10,28,Punjab,Armed Assault,Private Citizens & Property,Firearms,3.0,3.0
29450,1986,10,29,Delhi,Armed Assault,Unknown,Firearms,0.0,9.0
29451,1986,10,29,Punjab,Unknown,Religious Figures/Institutions,Unknown,0.0,7.0
29497,1986,11,6,Delhi,Assassination,Government (General),Firearms,1.0,1.0
29551,1986,11,13,Nagaland,Unknown,Business,Unknown,5.0,7.0
29600,1986,11,19,Delhi,Assassination,Private Citizens & Property,Unknown,1.0,0.0
29605,1986,11,20,Punjab,Armed Assault,Private Citizens & Property,Firearms,1.0,4.0
29621,1986,11,25,Chandigarh,Assassination,Police,Unknown,0.0,1.0
29634,1986,12,1,Punjab,Unknown,Private Citizens & Property,Unknown,0.0,4.0
29635,1986,12,1,Chandigarh,Armed Assault,Transportation,Firearms,8.0,24.0
29638,1986,12,2,Punjab,Unknown,Transportation,Unknown,0.0,34.0
29643,1986,12,4,Uttar Pradesh,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
29645,1986,12,5,Delhi,Bombing/Explosion,Religious Figures/Institutions,Unknown,0.0,4.0
29649,1986,12,5,West Bengal,Unknown,Unknown,Unknown,0.0,13.0
29674,1986,12,11,Jammu and Kashmir,Bombing/Explosion,Government (General),Unknown,5.0,1.0
29675,1986,12,11,Tamil Nadu,Bombing/Explosion,Transportation,Unknown,0.0,0.0
29692,1986,12,15,Punjab,Armed Assault,Private Citizens & Property,Firearms,0.0,3.0
29726,1986,12,20,Punjab,Armed Assault,Private Citizens & Property,Firearms,1.0,2.0
29793,1986,12,24,Punjab,Armed Assault,Private Citizens & Property,Firearms,1.0,2.0
29796,1986,12,25,Punjab,Bombing/Explosion,Transportation,Explosives,0.0,3.0
29799,1986,12,25,Punjab,Armed Assault,Police,Firearms,0.0,1.0
29808,1986,12,26,Tripura,Assassination,Private Citizens & Property,Unknown,0.0,1.0
29816,1986,12,27,Punjab,Assassination,Government (General),Unknown,2.0,1.0
29817,1986,12,27,Rajasthan,Assassination,Unknown,Firearms,0.0,1.0
29821,1986,12,28,Punjab,Unknown,Business,Unknown,0.0,1.0
29822,1986,12,28,Delhi,Assassination,Unknown,Firearms,0.0,1.0
29834,1986,12,30,Tamil Nadu,Bombing/Explosion,Transportation,Unknown,0.0,0.0
29843,1986,12,31,Delhi,Assassination,Private Citizens & Property,Unknown,2.0,2.0
29844,1987,1,1,Delhi,Unknown,Police,Unknown,2.0,1.0
29848,1987,1,2,Tamil Nadu,Unknown,Transportation,Unknown,0.0,0.0
29855,1987,1,3,Tamil Nadu,Unknown,Transportation,Unknown,0.0,0.0
29864,1987,1,4,Delhi,Unknown,Airports & Aircraft,Unknown,0.0,0.0
29884,1987,1,7,Punjab,Assassination,Unknown,Unknown,2.0,0.0
29891,1987,1,8,Delhi,Unknown,Police,Unknown,2.0,1.0
29897,1987,1,8,Assam,Assassination,Government (General),Firearms,0.0,2.0
29898,1987,1,8,Punjab,Assassination,Unknown,Firearms,0.0,9.0
29899,1987,1,8,Punjab,Assassination,Unknown,Firearms,0.0,9.0
29900,1987,1,8,Punjab,Assassination,Unknown,Firearms,0.0,9.0
29901,1987,1,8,Punjab,Assassination,Unknown,Firearms,0.0,9.0
29909,1987,1,9,Punjab,Assassination,Private Citizens & Property,Firearms,0.0,10.0
29921,1987,1,12,Chandigarh,Assassination,Private Citizens & Property,Firearms,0.0,0.0
29922,1987,1,12,Delhi,Assassination,Private Citizens & Property,Firearms,0.0,4.0
29923,1987,1,12,Delhi,Assassination,Police,Unknown,0.0,5.0
29950,1987,1,15,Chandigarh,Armed Assault,Private Citizens & Property,Firearms,15.0,9.0
29951,1987,1,15,Punjab,Armed Assault,Private Citizens & Property,Firearms,7.0,2.0
29977,1987,1,17,Punjab,Assassination,Government (General),Firearms,0.0,1.0
29993,1987,1,19,Tamil Nadu,Unknown,Transportation,Unknown,0.0,0.0
30046,1987,1,25,Chandigarh,Assassination,Government (General),Firearms,0.0,8.0
30077,1987,1,31,Punjab,Armed Assault,Educational Institution,Firearms,2.0,1.0
30113,1987,2,7,Punjab,Unknown,Private Citizens & Property,Unknown,2.0,1.0
30141,1987,2,9,Punjab,Armed Assault,Police,Incendiary,0.0,5.0
30147,1987,2,10,Punjab,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
30186,1987,2,16,Punjab,Assassination,Violent Political Party,Firearms,0.0,1.0
30196,1987,2,18,Punjab,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
30350,1987,2,28,Punjab,Armed Assault,Private Citizens & Property,Firearms,4.0,4.0
30362,1987,3,3,Punjab,Armed Assault,Private Citizens & Property,Firearms,1.0,3.0
30363,1987,3,3,Punjab,Armed Assault,Private Citizens & Property,Firearms,1.0,3.0
30417,1987,3,9,Punjab,Assassination,Religious Figures/Institutions,Melee,3.0,1.0
30451,1987,3,15,Tamil Nadu,Bombing/Explosion,Transportation,Explosives,200.0,32.0
30638,1987,4,7,Punjab,Armed Assault,Private Citizens & Property,Firearms,2.0,5.0
30720,1987,4,15,Delhi,Bombing/Explosion,Transportation,Explosives,0.0,0.0
30761,1987,4,17,Punjab,Armed Assault,Private Citizens & Property,Firearms,2.0,0.0
30858,1987,4,27,Punjab,Armed Assault,Military,Firearms,0.0,1.0
31056,1987,5,20,Punjab,Assassination,Police,Firearms,0.0,1.0
31143,1987,6,2,Punjab,Bombing/Explosion,Business,Explosives,30.0,4.0
31157,1987,6,3,Punjab,Armed Assault,Police,Firearms,3.0,3.0
31161,1987,6,3,Punjab,Assassination,Religious Figures/Institutions,Firearms,0.0,6.0
31176,1987,6,4,Punjab,Assassination,Religious Figures/Institutions,Firearms,1.0,1.0
31181,1987,6,6,Delhi,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,4.0
31182,1987,6,6,Delhi,Bombing/Explosion,Private Citizens & Property,Explosives,10.0,2.0
31246,1987,6,12,Delhi,Bombing/Explosion,Private Citizens & Property,Explosives,10.0,3.0
31264,1987,6,13,Delhi,Armed Assault,Government (General),Firearms,14.0,5.0
31265,1987,6,13,Punjab,Armed Assault,Police,Firearms,0.0,3.0
31268,1987,6,13,Delhi,Assassination,Private Citizens & Property,Firearms,4.0,1.0
31269,1987,6,13,Delhi,Assassination,Private Citizens & Property,Firearms,0.0,2.0
31270,1987,6,13,Punjab,Assassination,Religious Figures/Institutions,Firearms,0.0,7.0
31281,1987,6,14,Delhi,Assassination,Violent Political Party,Firearms,0.0,4.0
31282,1987,6,14,Punjab,Assassination,Government (General),Firearms,1.0,0.0
31283,1987,6,14,Punjab,Assassination,Private Citizens & Property,Firearms,1.0,0.0
31324,1987,6,20,West Bengal,Bombing/Explosion,Violent Political Party,Explosives,0.0,0.0
31325,1987,6,20,West Bengal,Bombing/Explosion,Transportation,Explosives,0.0,0.0
31326,1987,6,20,West Bengal,Bombing/Explosion,Transportation,Explosives,0.0,0.0
31327,1987,6,20,West Bengal,Bombing/Explosion,Airports & Aircraft,Explosives,0.0,0.0
31328,1987,6,20,West Bengal,Bombing/Explosion,Government (General),Explosives,0.0,0.0
31329,1987,6,20,West Bengal,Bombing/Explosion,Telecommunication,Explosives,0.0,0.0
31330,1987,6,20,West Bengal,Bombing/Explosion,Police,Explosives,0.0,0.0
31331,1987,6,20,West Bengal,Bombing/Explosion,Utilities,Explosives,0.0,0.0
31333,1987,6,20,West Bengal,Facility/Infrastructure Attack,Business,Firearms,1.0,1.0
31351,1987,6,23,West Bengal,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
31352,1987,6,23,West Bengal,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
31353,1987,6,23,West Bengal,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
31354,1987,6,23,West Bengal,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
31355,1987,6,23,West Bengal,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
31356,1987,6,23,West Bengal,Armed Assault,Police,Firearms,1.0,0.0
31357,1987,6,23,West Bengal,Armed Assault,Government (General),Firearms,0.0,0.0
31358,1987,6,23,West Bengal,Armed Assault,Government (General),Firearms,0.0,0.0
31361,1987,6,23,Punjab,Assassination,Police,Firearms,0.0,1.0
31362,1987,6,23,Punjab,Assassination,Police,Firearms,0.0,1.0
31363,1987,6,23,Unknown,Assassination,Business,Firearms,0.0,1.0
31380,1987,6,24,West Bengal,Facility/Infrastructure Attack,Utilities,Firearms,0.0,0.0
31431,1987,7,1,Punjab,Armed Assault,Religious Figures/Institutions,Firearms,2.0,5.0
31470,1987,7,6,Chandigarh,Armed Assault,Transportation,Firearms,0.0,37.0
31482,1987,7,7,Punjab,Armed Assault,Transportation,Firearms,0.0,4.0
31502,1987,7,9,Punjab,Assassination,Government (General),Firearms,0.0,6.0
31533,1987,7,13,Punjab,Armed Assault,Government (General),Firearms,1.0,4.0
31558,1987,7,15,Uttar Pradesh,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
31559,1987,7,15,Maharashtra,Armed Assault,Private Citizens & Property,Firearms,0.0,10.0
31570,1987,7,16,Uttar Pradesh,Armed Assault,Police,Firearms,0.0,3.0
31571,1987,7,16,Punjab,Armed Assault,Private Citizens & Property,Firearms,1.0,2.0
31572,1987,7,16,Punjab,Unknown,Private Citizens & Property,Unknown,2.0,1.0
31577,1987,7,16,Uttar Pradesh,Assassination,Government (General),Firearms,0.0,3.0
31669,1987,7,25,Gujarat,Assassination,Government (General),Explosives,0.0,5.0
31697,1987,7,29,Delhi,Bombing/Explosion,Government (General),Explosives,0.0,0.0
31698,1987,7,29,Delhi,Bombing/Explosion,Government (General),Explosives,0.0,0.0
31700,1987,7,29,Punjab,Armed Assault,Police,Firearms,0.0,2.0
31702,1987,7,29,Delhi,Assassination,Government (General),Firearms,0.0,1.0
31703,1987,7,29,Delhi,Assassination,Government (General),Firearms,0.0,1.0
31710,1987,7,30,Delhi,Bombing/Explosion,Transportation,Explosives,0.0,0.0
31715,1987,7,30,Delhi,Assassination,Violent Political Party,Firearms,0.0,1.0
31716,1987,7,30,Delhi,Assassination,Violent Political Party,Firearms,0.0,1.0
31772,1987,8,6,Punjab,Armed Assault,Private Citizens & Property,Firearms,0.0,12.0
31776,1987,8,6,Punjab,Armed Assault,Private Citizens & Property,Firearms,0.0,13.0
31778,1987,8,7,West Bengal,Bombing/Explosion,Business,Explosives,4.0,1.0
31781,1987,8,7,West Bengal,Bombing/Explosion,Police,Explosives,6.0,0.0
31795,1987,8,9,Delhi,Bombing/Explosion,Government (General),Explosives,0.0,0.0
31801,1987,8,9,Punjab,Assassination,Private Citizens & Property,Firearms,0.0,1.0
31802,1987,8,9,Himachal Pradesh,Assassination,Business,Firearms,0.0,1.0
31803,1987,8,9,Punjab,Assassination,Private Citizens & Property,Melee,0.0,3.0
31854,1987,8,14,Uttaranchal,Assassination,Government (General),Firearms,0.0,5.0
31885,1987,8,18,Karnataka,Armed Assault,Private Citizens & Property,Firearms,0.0,6.0
31891,1987,8,19,Punjab,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,2.0
31892,1987,8,19,Punjab,Armed Assault,Police,Firearms,0.0,1.0
31893,1987,8,19,Punjab,Armed Assault,Police,Firearms,2.0,1.0
31946,1987,8,24,Punjab,Assassination,Government (General),Firearms,0.0,1.0
31947,1987,8,24,Rajasthan,Assassination,Police,Firearms,0.0,1.0
31948,1987,8,24,Rajasthan,Assassination,Police,Firearms,0.0,1.0
31949,1987,8,24,Rajasthan,Assassination,Police,Firearms,0.0,1.0
31969,1987,8,26,Chandigarh,Armed Assault,Police,Firearms,8.0,2.0
31988,1987,8,29,Punjab,Armed Assault,Military,Firearms,1.0,1.0
31994,1987,8,30,Delhi,Armed Assault,Police,Firearms,1.0,0.0
32050,1987,9,6,Punjab,Armed Assault,Private Citizens & Property,Firearms,2.0,0.0
32055,1987,9,6,Punjab,Assassination,Police,Firearms,0.0,2.0
32072,1987,9,8,Punjab,Armed Assault,Police,Firearms,4.0,3.0
32078,1987,9,8,Punjab,Assassination,Private Citizens & Property,Firearms,1.0,1.0
32087,1987,9,9,Punjab,Bombing/Explosion,Police,Explosives,0.0,1.0
32156,1987,9,16,Punjab,Unknown,Police,Unknown,5.0,3.0
32163,1987,9,17,Punjab,Armed Assault,Religious Figures/Institutions,Firearms,10.0,6.0
32175,1987,9,18,Punjab,Armed Assault,Business,Firearms,8.0,6.0
32177,1987,9,18,Punjab,Assassination,Business,Firearms,1.0,0.0
32178,1987,9,18,Punjab,Assassination,Business,Firearms,2.0,2.0
32179,1987,9,18,Uttaranchal,Assassination,Private Citizens & Property,Firearms,4.0,4.0
32186,1987,9,19,Punjab,Assassination,Private Citizens & Property,Unknown,0.0,4.0
32274,1987,9,28,Punjab,Armed Assault,Private Citizens & Property,Firearms,5.0,6.0
32275,1987,9,28,Punjab,Assassination,Business,Firearms,0.0,2.0
32297,1987,9,30,Madhya Pradesh,Armed Assault,Private Citizens & Property,Firearms,0.0,9.0
32310,1987,10,2,Punjab,Armed Assault,Police,Firearms,0.0,4.0
32353,1987,10,7,Punjab,Assassination,Private Citizens & Property,Firearms,0.0,1.0
32354,1987,10,7,Punjab,Assassination,Private Citizens & Property,Firearms,0.0,1.0
32355,1987,10,7,Punjab,Assassination,Private Citizens & Property,Firearms,0.0,1.0
32356,1987,10,7,Punjab,Assassination,Private Citizens & Property,Firearms,0.0,1.0
32357,1987,10,7,Punjab,Assassination,Private Citizens & Property,Firearms,0.0,1.0
32358,1987,10,7,Punjab,Assassination,Private Citizens & Property,Firearms,0.0,1.0
32359,1987,10,7,Punjab,Assassination,Private Citizens & Property,Firearms,0.0,1.0
32360,1987,10,7,Punjab,Assassination,Police,Melee,0.0,1.0
32401,1987,10,14,Karnataka,Armed Assault,Private Citizens & Property,Firearms,4.0,13.0
32402,1987,10,14,Unknown,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
32419,1987,10,15,Unknown,Assassination,Government (General),Firearms,0.0,2.0
32420,1987,10,15,Punjab,Assassination,Private Citizens & Property,Firearms,0.0,2.0
32429,1987,10,17,Punjab,Armed Assault,Police,Firearms,0.0,3.0
32431,1987,10,17,Punjab,Assassination,Religious Figures/Institutions,Melee,0.0,1.0
32433,1987,10,18,Punjab,Armed Assault,Private Citizens & Property,Firearms,3.0,1.0
32454,1987,10,20,Delhi,Armed Assault,Police,Firearms,0.0,1.0
32455,1987,10,20,Tripura,Armed Assault,Private Citizens & Property,Firearms,0.0,5.0
32456,1987,10,20,Delhi,Armed Assault,Private Citizens & Property,Firearms,0.0,11.0
32457,1987,10,20,Delhi,Armed Assault,Private Citizens & Property,Firearms,7.0,10.0
32496,1987,10,25,Unknown,Assassination,Private Citizens & Property,Firearms,2.0,1.0
32497,1987,10,25,Punjab,Assassination,Government (General),Firearms,0.0,2.0
32554,1987,11,1,Punjab,Armed Assault,Private Citizens & Property,Firearms,7.0,8.0
32555,1987,11,1,Himachal Pradesh,Armed Assault,Police,Firearms,0.0,4.0
32704,1987,11,15,Unknown,Armed Assault,Private Citizens & Property,Melee,0.0,3.0
32724,1987,11,17,Punjab,Assassination,Religious Figures/Institutions,Unknown,0.0,4.0
32725,1987,11,17,Punjab,Assassination,Business,Firearms,0.0,1.0
32886,1987,12,7,Punjab,Assassination,Private Citizens & Property,Firearms,1.0,4.0
32899,1987,12,10,Punjab,Armed Assault,Private Citizens & Property,Firearms,1.0,5.0
32924,1987,12,12,West Bengal,Armed Assault,Police,Firearms,0.0,3.0
32938,1987,12,14,Punjab,Assassination,Police,Unknown,0.0,2.0
32948,1987,12,16,Uttaranchal,Assassination,Private Citizens & Property,Firearms,0.0,1.0
32949,1987,12,16,Gujarat,Assassination,Private Citizens & Property,Firearms,0.0,5.0
32961,1987,12,18,Unknown,Armed Assault,Private Citizens & Property,Firearms,3.0,6.0
32980,1987,12,23,Orissa,Armed Assault,Private Citizens & Property,Firearms,5.0,1.0
33005,1987,12,27,Uttaranchal,Hostage Taking (Kidnapping),Police,Firearms,1.0,0.0
33007,1987,12,27,Madhya Pradesh,Assassination,Private Citizens & Property,Unknown,1.0,3.0
33020,1987,12,31,Madhya Pradesh,Armed Assault,Private Citizens & Property,Firearms,1.0,4.0
33023,1987,12,31,Punjab,Assassination,Police,Firearms,0.0,9.0
33039,1988,1,1,West Bengal,Bombing/Explosion,Police,Firearms,0.0,0.0
33040,1988,1,1,West Bengal,Bombing/Explosion,Police,Firearms,0.0,0.0
33041,1988,1,1,West Bengal,Armed Assault,Police,Firearms,0.0,0.0
33042,1988,1,1,Unknown,Unknown,Private Citizens & Property,Unknown,0.0,3.0
33043,1988,1,1,Unknown,Assassination,Private Citizens & Property,Firearms,0.0,9.0
33044,1988,1,1,Haryana,Assassination,Government (General),Firearms,1.0,1.0
33059,1988,1,3,Unknown,Armed Assault,Business,Firearms,0.0,10.0
33088,1988,1,7,Punjab,Unknown,Religious Figures/Institutions,Unknown,0.0,1.0
33093,1988,1,8,West Bengal,Bombing/Explosion,Food or Water Supply,Explosives,0.0,0.0
33101,1988,1,8,Punjab,Assassination,Police,Firearms,0.0,1.0
33109,1988,1,9,Punjab,Assassination,Government (General),Firearms,0.0,2.0
33110,1988,1,9,Punjab,Assassination,Government (General),Firearms,0.0,2.0
33143,1988,1,13,Punjab,Assassination,Government (General),Firearms,0.0,2.0
33144,1988,1,13,Punjab,Assassination,Business,Firearms,0.0,1.0
33145,1988,1,13,Punjab,Assassination,Private Citizens & Property,Firearms,0.0,1.0
33151,1988,1,14,Uttar Pradesh,Assassination,Business,Firearms,0.0,1.0
33152,1988,1,14,Karnataka,Assassination,Private Citizens & Property,Firearms,0.0,8.0
33156,1988,1,15,West Bengal,Armed Assault,Police,Firearms,34.0,1.0
33157,1988,1,15,Punjab,Assassination,Police,Firearms,0.0,2.0
33165,1988,1,16,Unknown,Armed Assault,Police,Firearms,0.0,2.0
33166,1988,1,16,Punjab,Armed Assault,Police,Firearms,0.0,1.0
33199,1988,1,21,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,2.0
33204,1988,1,22,Himachal Pradesh,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
33205,1988,1,22,Unknown,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
33210,1988,1,22,West Bengal,Armed Assault,Police,Firearms,0.0,0.0
33211,1988,1,22,Unknown,Assassination,Private Citizens & Property,Firearms,0.0,7.0
